Date,Cost (USD),Cost (Bitcoin)
2023-05-26 15:35:00,1942.34,0.0724
2023-05-27 15:00:00,1946.45,0.073
2023-05-28 15:00:00,1946.45,0.0716
2023-05-29 15:00:00,1947.42,0.0701
2023-05-30 15:00:00,1958.27,0.0709
2023-05-31 15:00:00,1971.18,0.0729
2023-06-01 15:00:00,1975.79,0.0734
2023-06-02 15:00:00,1964.92,0.0729
2023-06-03 15:00:00,1947.95,0.0717
2023-06-04 15:00:00,1947.95,0.0715
2023-06-05 15:00:00,1957.95,0.073
2023-06-06 15:00:00,1959.04,0.0753
2023-06-07 15:00:00,1958.11,0.074
2023-06-08 15:00:00,1967.53,0.0738
2023-06-09 15:00:00,1963.56,0.0739
2023-06-10 15:00:00,1961.1,0.0764
2023-06-11 15:00:00,1961.1,0.0761
2023-06-12 15:00:00,1954.25,0.0756
2023-06-13 15:00:00,1952.93,0.0752
2023-06-14 15:00:00,1957.3,0.0753
2023-06-15 15:00:00,1953.2,0.0782
2023-06-16 15:00:00,1959.93,0.0766
2023-06-17 15:00:00,1957.88,0.0739
2023-06-18 15:00:00,1957.88,0.0738
2023-06-19 15:00:00,1952.89,0.0739
2023-06-20 15:00:00,1935.47,0.0723
2023-06-21 15:00:00,1933.07,0.0654
2023-06-22 15:00:00,1915.54,0.0644
2023-06-23 15:00:00,1926.78,0.0636
2023-06-24 15:00:00,1920.73,0.0626
2023-06-25 15:00:00,1920.73,0.0628
2023-06-26 15:00:00,1923.05,0.0633
2023-06-27 15:00:00,1918.16,0.0622
2023-06-28 15:00:00,1906.26,0.0629
2023-06-29 15:00:00,1911.01,0.0627
2023-06-30 15:00:00,1914.96,0.0637
2023-07-01 15:00:00,1919.9,0.0627
2023-07-02 15:00:00,1919.9,0.0627
2023-07-03 15:00:00,1930.09,0.0628
2023-07-04 15:00:00,1927.8,0.0622
2023-07-05 15:00:00,1922.07,0.0632
2023-07-06 15:00:00,1908.42,0.0631
2023-07-07 15:00:00,1933.78,0.0636
2023-07-08 15:00:00,1924.9,0.0637
2023-07-09 15:00:00,1924.9,0.0634
2023-07-10 15:00:00,1922.06,0.0634
2023-07-11 15:00:00,1931.68,0.0633
2023-07-12 15:00:00,1957.63,0.0637
2023-07-13 15:00:00,1960.89,0.0641
2023-07-14 15:00:00,1959.78,0.0626
2023-07-15 15:00:00,1955.13,0.0645
2023-07-16 15:00:00,1955.13,0.0643
2023-07-17 15:00:00,1954.09,0.0645
2023-07-18 15:00:00,1981.82,0.0662
2023-07-19 15:00:00,1975.29,0.0662
2023-07-20 15:00:00,1970.07,0.0662
2023-07-21 15:00:00,1960.23,0.0656
2023-07-22 15:00:00,1961.85,0.0656
2023-07-23 15:00:00,1961.85,0.0656
2023-07-24 15:00:00,1961.12,0.0676
2023-07-25 15:00:00,1961.59,0.0672
2023-07-26 15:00:00,1968.29,0.0673
2023-07-27 15:00:00,1944.13,0.0662
2023-07-28 15:00:00,1959.84,0.0665
2023-07-29 15:00:00,1959.4,0.0669
2023-07-30 15:00:00,1959.4,0.0667
2023-07-31 15:00:00,1967.83,0.0672
2023-08-01 15:00:00,1946.61,0.0675
2023-08-02 15:00:00,1935.29,0.0661
2023-08-03 15:00:00,1935.01,0.0659
2023-08-04 15:00:00,1939.19,0.0663
2023-08-05 15:00:00,1942.98,0.0669
2023-08-06 15:00:00,1942.98,0.067
2023-08-07 15:00:00,1934.14,0.0668
2023-08-08 15:00:00,1927.3,0.0655
2023-08-09 15:00:00,1918.04,0.0645
2023-08-10 15:00:00,1915.18,0.065
2023-08-11 15:00:00,1918.74,0.0651
2023-08-12 15:00:00,1913.8,0.065
2023-08-13 15:00:00,1913.8,0.0652
2023-08-14 15:00:00,1908.33,0.0647
2023-08-15 15:00:00,1911.22,0.065
2023-08-16 15:00:00,1904.52,0.0654
2023-08-17 15:00:00,1895.22,0.0669
2023-08-18 15:00:00,1893.66,0.0728
2023-08-19 15:00:00,1889.48,0.0727
2023-08-20 15:00:00,1889.48,0.0725
2023-08-21 15:00:00,1887.16,0.0723
2023-08-22 15:00:00,1895.41,0.0729
2023-08-23 15:00:00,1916.17,0.0736
2023-08-24 15:00:00,1920.9,0.0736
2023-08-25 15:00:00,1904.09,0.0738
2023-08-26 15:00:00,1915.4,0.0735
2023-08-27 15:00:00,1915.4,0.0733
2023-08-28 15:00:00,1918.9,0.0735
2023-08-29 15:00:00,1934.35,0.0703
2023-08-30 15:00:00,1946.86,0.0718
2023-08-31 15:00:00,1942.6,0.0715
2023-09-01 15:00:00,1939.16,0.0754
2023-09-02 15:00:00,1939.7,0.075
2023-09-03 15:00:00,1939.7,0.0748
2023-09-04 15:00:00,1938.5,0.075
2023-09-05 15:00:00,1927.56,0.075
2023-09-06 15:00:00,1918.31,0.0749
2023-09-07 15:00:00,1918.87,0.0745
2023-09-08 15:00:00,1924.34,0.0745
2023-09-09 15:00:00,1918.85,0.0742
2023-09-10 15:00:00,1918.85,0.0745
2023-09-11 15:00:00,1922.15,0.0765
2023-09-12 15:00:00,1911.96,0.0732
2023-09-13 15:00:00,1912.82,0.073
2023-09-14 15:00:00,1910.26,0.0714
2023-09-15 15:00:00,1928.99,0.0735
2023-09-16 15:00:00,1923.85,0.0726
2023-09-17 15:00:00,1923.85,0.0725
2023-09-18 15:00:00,1926.99,0.0706
2023-09-19 15:00:00,1934.85,0.0712
2023-09-20 15:00:00,1943.92,0.0716
2023-09-21 15:00:00,1920.62,0.0723
2023-09-22 15:00:00,1928.15,0.0723
2023-09-23 15:00:00,1925.23,0.0725
2023-09-24 15:00:00,1925.23,0.0724
2023-09-25 15:00:00,1916.99,0.0734
2023-09-26 15:00:00,1906.29,0.0728
2023-09-27 15:00:00,1884.26,0.072
2023-09-28 15:00:00,1866.0,0.0697
2023-09-29 15:00:00,1860.18,0.0691
2023-09-30 15:00:00,1848.68,0.0685
2023-10-01 15:00:00,1848.68,0.0682
2023-10-02 15:00:00,1829.47,0.0646
2023-10-03 15:00:00,1827.23,0.0668
2023-10-04 15:00:00,1818.26,0.0664
2023-10-05 15:00:00,1820.53,0.0651
2023-10-06 15:00:00,1823.51,0.0659
2023-10-07 15:00:00,1833.08,0.0655
2023-10-08 15:00:00,1833.08,0.0656
2023-10-09 15:00:00,1851.6,0.0673
2023-10-10 15:00:00,1856.46,0.0676
2023-10-11 15:00:00,1871.34,0.0691
2023-10-12 15:00:00,1872.42,0.0701
2023-10-13 15:00:00,1919.99,0.0718
2023-10-14 15:00:00,1932.91,0.0719
2023-10-15 15:00:00,1932.91,0.0719
2023-10-16 15:00:00,1918.3,0.068
2023-10-17 15:00:00,1923.48,0.0675
2023-10-18 15:00:00,1948.7,0.0691
2023-10-19 15:00:00,1950.24,0.068
2023-10-20 15:00:00,1990.39,0.0673
2023-10-21 15:00:00,1981.3,0.0663
2023-10-22 15:00:00,1981.3,0.0663
2023-10-23 15:00:00,1977.69,0.0643
2023-10-24 15:00:00,1964.16,0.0571
2023-10-25 15:00:00,1977.25,0.0568
2023-10-26 15:00:00,1979.3,0.0579
2023-10-27 15:00:00,1982.48,0.0585
2023-10-28 15:00:00,2006.45,0.0588
2023-10-29 15:00:00,2006.45,0.0582
2023-10-30 15:00:00,1997.96,0.0577
2023-10-31 15:00:00,2000.01,0.0583
2023-11-01 15:00:00,1987.29,0.0581
2023-11-02 15:00:00,1985.12,0.0568
2023-11-03 15:00:00,1994.58,0.0574
2023-11-04 15:00:00,1992.6,0.0573
2023-11-05 15:00:00,1992.6,0.057
2023-11-06 15:00:00,1985.29,0.0564
2023-11-07 15:00:00,1961.15,0.0563
2023-11-08 15:00:00,1960.08,0.0555
2023-11-09 15:00:00,1958.61,0.0517
2023-11-10 15:00:00,1941.61,0.0524
2023-11-11 15:00:00,1937.89,0.052
